window_id,video_id,video_filename,start_time,end_time,duration,silence_ratio,narration_density,avg_silence_duration,words_per_minute,avg_confidence
ghum_uq_w060,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4137.778,4202.75,64.972,0.0557,0.9443,0.224,193.93,0.9765
ghum_uq_w061,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4203.419,4284.939,81.52,0.0904,0.9096,0.1989,256.87,0.908
ghum_uq_w062,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4286.04,4360.41,74.37,0.1069,0.8931,0.2823,261.4,0.9028
ghum_uq_w063,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4360.729,4431.589,70.86,0.081,0.919,0.3797,254.02,0.9546
ghum_uq_w064,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4432.209,4499.049,66.84,0.0863,0.9137,0.192,243.27,0.868
ghum_uq_w065,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4499.279,4567.669,68.39,0.0689,0.9311,0.2613,221.08,0.9498
ghum_uq_w066,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4568.7,4630.04,61.34,0.0784,0.9216,0.24,288.56,0.9384
ghum_uq_w067,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4630.649,4697.18,66.531,0.1691,0.8309,0.312,197.5,0.929
ghum_uq_w068,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4697.729,4762.799,65.07,0.1788,0.8212,0.2758,212.08,0.9154
ghum_uq_w069,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4763.7,4827.549,63.849,0.2701,0.7299,0.3587,163.51,0.8801
ghum_uq_w070,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4828.399,4904.14,75.741,0.1066,0.8934,0.2444,223.39,0.8835
ghum_uq_w071,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4904.33,4982.16,77.83,0.0844,0.9156,0.2343,151.87,0.954
ghum_uq_w072,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,4982.75,5045.24,62.49,0.0652,0.9348,0.3387,210.27,0.9734
ghum_uq_w073,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5045.899,5108.779,62.88,0.1662,0.8338,0.2453,195.61,0.9011
ghum_uq_w074,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5109.58,5171.04,61.46,0.2191,0.7809,0.5169,205.01,0.8672
ghum_uq_w075,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5171.569,5246.91,75.341,0.1872,0.8128,0.3274,174.41,0.8233
ghum_uq_w076,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5248.029,5308.379,60.35,0.2088,0.7912,0.3811,157.08,0.8882
ghum_uq_w077,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5309.45,5369.7,60.25,0.0905,0.9095,0.272,203.15,0.8547
ghum_uq_w078,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5370.149,5431.009,60.86,0.0395,0.9605,0.1846,178.44,0.8352
ghum_uq_w079,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5431.54,5494.45,62.91,0.0571,0.9429,0.2108,160.23,0.9665
ghum_uq_w080,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5496.54,5560.629,64.089,0.1441,0.8559,0.2425,163.83,0.8935
ghum_uq_w081,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5561.18,5622.169,60.989,0.1462,0.8538,0.2281,215.45,0.8717
ghum_uq_w082,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5623.7,5703.72,80.02,0.1318,0.8682,0.2064,215.95,0.9109
ghum_uq_w083,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5704.43,5764.58,60.15,0.1615,0.8385,0.2852,183.54,0.8701
ghum_uq_w084,ghum_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ghum.mp4,5765.54,5860.0,94.46,0.0977,0.9023,0.2491,221.68,0.9026
jenniferparry7_uq_w000,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,2.64,63.06,60.42,0.3401,0.6599,0.7314,120.16,0.9673
jenniferparry7_uq_w001,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,64.378,128.369,63.991,0.248,0.752,0.66,135.96,0.9919
jenniferparry7_uq_w002,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,130.369,195.72,65.351,0.1452,0.8548,0.451,131.29,0.9264
jenniferparry7_uq_w003,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,196.77,263.109,66.339,0.2072,0.7928,0.528,97.68,0.9408
jenniferparry7_uq_w004,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,264.13,333.799,69.669,0.1785,0.8215,0.4677,108.51,0.9678
jenniferparry7_uq_w005,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,334.829,399.42,64.591,0.1777,0.8223,0.5728,127.26,0.7876
jenniferparry7_uq_w006,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,400.239,470.82,70.581,0.2234,0.7766,0.3936,112.21,0.8046
jenniferparry7_uq_w007,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,471.54,534.369,62.829,0.2393,0.7607,0.5772,106.0,0.9461
jenniferparry7_uq_w008,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,535.15,598.859,63.709,0.2687,0.7313,0.5178,78.17,0.8506
jenniferparry7_uq_w009,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,599.619,662.049,62.43,0.2548,0.7452,0.5473,102.84,0.8373
jenniferparry7_uq_w010,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,666.95,728.299,61.349,0.1338,0.8662,0.3264,187.78,0.7223
jenniferparry7_uq_w011,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,729.01,801.77,72.76,0.2339,0.7661,0.3609,130.29,0.7361
jenniferparry7_uq_w012,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,802.15,866.919,64.769,0.1499,0.8501,0.2416,111.16,0.7926
jenniferparry7_uq_w013,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,867.59,932.21,64.62,0.2192,0.7808,0.4286,72.42,0.9081
jenniferparry7_uq_w014,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,933.869,1007.299,73.43,0.1715,0.8285,0.2851,107.86,0.7485
jenniferparry7_uq_w015,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,1013.77,1077.699,63.929,0.2818,0.7182,0.5801,116.38,0.728
jenniferparry7_uq_w016,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,1079.349,1141.79,62.441,0.3794,0.6206,0.6064,101.86,0.6981
jenniferparry7_uq_w017,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,1146.349,1211.16,64.811,0.321,0.679,0.8294,70.36,0.7524
jenniferparry7_uq_w018,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,1211.839,1276.859,65.02,0.1716,0.8284,0.4842,66.44,0.5963
jenniferparry7_uq_w019,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,1277.469,1337.849,60.38,0.1965,0.8035,0.5382,75.52,0.6912
jenniferparry7_uq_w020,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,1338.66,1401.01,62.35,0.201,0.799,0.6585,86.61,0.6219
jenniferparry7_uq_w021,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,1402.14,1482.81,80.67,0.1398,0.8602,0.4023,71.4,0.8228
jenniferparry7_uq_w022,jenniferparry7_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_jenniferparry7.mp4,1483.239,1580.0,96.761,0.1815,0.8185,0.3579,88.05,0.6636
ramazankawish_uq_w000,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2.64,74.98,72.34,0.0133,0.9867,0.32,123.58,0.9684
ramazankawish_uq_w001,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,75.87,137.3,61.43,0.0,1.0,0.0,80.09,0.977
ramazankawish_uq_w002,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,138.25,202.889,64.639,0.0,1.0,0.0,100.25,0.9752
ramazankawish_uq_w003,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,204.02,267.019,62.999,0.0,1.0,0.0,117.14,0.9681
ramazankawish_uq_w004,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,267.559,330.19,62.631,0.0,1.0,0.0,91.97,0.9053
ramazankawish_uq_w005,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,330.959,391.779,60.82,0.0,1.0,0.0,41.43,0.8692
ramazankawish_uq_w006,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,392.82,458.559,65.739,0.0,1.0,0.0,113.17,0.9752
ramazankawish_uq_w007,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,459.38,535.94,76.56,0.0,1.0,0.0,42.32,0.9216
ramazankawish_uq_w008,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,537.0,605.83,68.83,0.0,1.0,0.0,66.25,0.9443
ramazankawish_uq_w009,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,606.34,667.38,61.04,0.0,1.0,0.0,66.84,0.9104
ramazankawish_uq_w010,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,670.7,758.01,87.31,0.0044,0.9956,0.384,110.64,0.9697
ramazankawish_uq_w011,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,758.69,829.679,70.989,0.0,1.0,0.0,111.57,0.9677
ramazankawish_uq_w012,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,831.28,900.0,68.72,0.0,1.0,0.0,114.38,0.9681
ramazankawish_uq_w013,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,900.71,972.619,71.909,0.0,1.0,0.0,70.92,0.9567
ramazankawish_uq_w014,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,976.289,1054.079,77.79,0.0,1.0,0.0,33.17,0.9352
ramazankawish_uq_w015,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1055.939,1122.189,66.25,0.0,1.0,0.0,109.58,0.9677
ramazankawish_uq_w016,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1122.9,1208.369,85.469,0.0,1.0,0.0,139.0,0.9578
ramazankawish_uq_w017,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1209.13,1271.15,62.02,0.0016,0.9984,0.096,107.38,0.9662
ramazankawish_uq_w018,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1271.739,1339.959,68.22,0.0,1.0,0.0,80.91,0.9487
ramazankawish_uq_w019,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1340.28,1425.75,85.47,0.0,1.0,0.0,84.24,0.9695
ramazankawish_uq_w020,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1426.91,1487.64,60.73,0.0,1.0,0.0,105.71,0.9395
ramazankawish_uq_w021,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1488.26,1551.04,62.78,0.0,1.0,0.0,106.08,0.9459
ramazankawish_uq_w022,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1551.699,1714.489,162.79,0.0,1.0,0.0,19.9,0.8909
ramazankawish_uq_w023,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1715.339,1776.199,60.86,0.0,1.0,0.0,46.34,0.9262
ramazankawish_uq_w024,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1791.569,1851.819,60.25,0.0,1.0,0.0,51.78,0.9897
ramazankawish_uq_w025,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1853.479,1921.689,68.21,0.0,1.0,0.0,13.19,0.9737
ramazankawish_uq_w026,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,1923.189,2029.88,106.691,0.0,1.0,0.0,14.62,0.946
ramazankawish_uq_w027,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2031.069,2113.929,82.86,0.0,1.0,0.0,68.79,0.9566
ramazankawish_uq_w028,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2114.86,2190.929,76.069,0.0,1.0,0.0,104.12,0.9691
ramazankawish_uq_w029,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2192.709,2267.84,75.131,0.0055,0.9945,0.416,125.38,0.9601
ramazankawish_uq_w030,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2268.469,2335.59,67.121,0.0,1.0,0.0,86.71,0.9343
ramazankawish_uq_w031,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2336.76,2416.11,79.35,0.0,1.0,0.0,45.37,0.9597
ramazankawish_uq_w032,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2418.58,2492.31,73.73,0.0,1.0,0.0,17.9,0.8134
ramazankawish_uq_w033,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2493.34,2564.06,70.72,0.0,1.0,0.0,69.57,0.8897
ramazankawish_uq_w034,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2564.699,2629.55,64.851,0.0,1.0,0.0,151.73,0.9487
ramazankawish_uq_w035,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2632.899,2694.56,61.661,0.0,1.0,0.0,72.01,0.9085
ramazankawish_uq_w036,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2701.6,2764.229,62.629,0.0051,0.9949,0.32,130.29,0.9562
ramazankawish_uq_w037,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2764.83,2827.0,62.17,0.0,1.0,0.0,75.28,0.9747
ramazankawish_uq_w038,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2828.399,2892.969,64.57,0.0,1.0,0.0,48.32,0.8151
ramazankawish_uq_w039,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2899.669,2960.679,61.01,0.0,1.0,0.0,44.26,0.9826
ramazankawish_uq_w040,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,2962.02,3025.649,63.629,0.0,1.0,0.0,67.89,0.9068
ramazankawish_uq_w041,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3027.07,3088.01,60.94,0.0,1.0,0.0,59.07,0.9484
ramazankawish_uq_w042,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3089.55,3153.919,64.369,0.0,1.0,0.0,41.01,0.9293
ramazankawish_uq_w043,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3154.679,3214.739,60.06,0.0,1.0,0.0,36.96,0.9821
ramazankawish_uq_w044,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3218.239,3294.82,76.581,0.0,1.0,0.0,56.41,0.934
ramazankawish_uq_w045,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3303.139,3377.56,74.421,0.0,1.0,0.0,26.61,0.9053
ramazankawish_uq_w046,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3379.879,3442.129,62.25,0.0,1.0,0.0,37.59,0.9711
ramazankawish_uq_w047,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3443.05,3504.439,61.389,0.0,1.0,0.0,78.19,0.9798
ramazankawish_uq_w048,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3508.12,3582.909,74.789,0.0,1.0,0.0,12.03,0.9229
ramazankawish_uq_w049,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3584.54,3648.409,63.869,0.0,1.0,0.0,12.21,0.909
ramazankawish_uq_w050,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3649.909,3714.409,64.5,0.0,1.0,0.0,36.28,0.987
ramazankawish_uq_w051,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3715.59,3779.979,64.389,0.0,1.0,0.0,61.5,0.9484
ramazankawish_uq_w052,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3780.51,3842.189,61.679,0.0,1.0,0.0,86.58,0.9572
ramazankawish_uq_w053,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3853.159,3914.56,61.401,0.0,1.0,0.0,37.13,0.9584
ramazankawish_uq_w054,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3915.8,3979.32,63.52,0.0,1.0,0.0,48.17,0.9676
ramazankawish_uq_w055,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,3981.27,4043.61,62.34,0.0,1.0,0.0,45.24,0.922
ramazankawish_uq_w056,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4046.36,4107.358,60.998,0.0,1.0,0.0,41.31,0.8829
ramazankawish_uq_w057,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4109.508,4172.149,62.641,0.0,1.0,0.0,42.14,0.9398
ramazankawish_uq_w058,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4172.97,4233.29,60.32,0.0,1.0,0.0,69.63,0.928
ramazankawish_uq_w059,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4235.77,4297.569,61.799,0.0,1.0,0.0,32.04,0.7878
ramazankawish_uq_w060,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4300.419,4360.569,60.15,0.0,1.0,0.0,22.94,0.6593
ramazankawish_uq_w061,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4377.919,4454.16,76.241,0.0,1.0,0.0,27.54,0.7206
ramazankawish_uq_w062,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4454.93,4528.509,73.579,0.0,1.0,0.0,7.34,0.8448
ramazankawish_uq_w063,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4552.25,4614.709,62.459,0.0,1.0,0.0,43.23,0.9269
ramazankawish_uq_w064,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4615.39,4675.95,60.56,0.0,1.0,0.0,76.29,0.9448
ramazankawish_uq_w065,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4677.069,4737.879,60.81,0.0,1.0,0.0,66.11,0.9132
ramazankawish_uq_w066,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4739.169,4801.979,62.81,0.0,1.0,0.0,84.06,0.9713
ramazankawish_uq_w067,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4802.569,4870.799,68.23,0.0,1.0,0.0,80.9,0.9859
ramazankawish_uq_w068,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4872.22,4935.45,63.23,0.0,1.0,0.0,69.27,0.8888
ramazankawish_uq_w069,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,4936.81,5014.95,78.14,0.0,1.0,0.0,83.7,0.9138
ramazankawish_uq_w070,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5015.47,5077.47,62.0,0.0,1.0,0.0,91.94,0.9178
ramazankawish_uq_w071,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5079.45,5140.49,61.04,0.0,1.0,0.0,23.59,0.8305
ramazankawish_uq_w072,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5148.069,5211.299,63.23,0.0,1.0,0.0,68.32,0.8942
ramazankawish_uq_w073,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5215.399,5275.7,60.301,0.0,1.0,0.0,86.57,0.9649
ramazankawish_uq_w074,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5276.54,5338.16,61.62,0.0,1.0,0.0,72.05,0.9572
ramazankawish_uq_w075,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5340.549,5401.819,61.27,0.0,1.0,0.0,18.61,0.9679
ramazankawish_uq_w076,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5405.979,5484.68,78.701,0.0,1.0,0.0,66.33,0.9228
ramazankawish_uq_w077,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5485.779,5550.229,64.45,0.0,1.0,0.0,117.3,0.9832
ramazankawish_uq_w078,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5550.859,5613.069,62.21,0.0,1.0,0.0,114.77,0.9728
ramazankawish_uq_w079,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5613.979,5676.209,62.23,0.0,1.0,0.0,103.17,0.9654
ramazankawish_uq_w080,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5676.89,5737.839,60.949,0.0,1.0,0.0,105.33,0.9563
ramazankawish_uq_w081,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5738.97,5812.49,73.52,0.0,1.0,0.0,133.84,0.9797
ramazankawish_uq_w082,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5812.959,5905.37,92.411,0.0045,0.9955,0.416,73.37,0.9603
ramazankawish_uq_w083,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,5914.359,6000.799,86.44,0.0,1.0,0.0,16.66,0.8772
ramazankawish_uq_w084,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6041.609,6286.819,245.21,0.0,1.0,0.0,15.42,0.9707
ramazankawish_uq_w085,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6287.79,6364.62,76.83,0.0,1.0,0.0,13.28,0.8226
ramazankawish_uq_w086,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6366.18,6438.0,71.82,0.0,1.0,0.0,20.05,0.9756
ramazankawish_uq_w087,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6438.64,6501.839,63.199,0.0,1.0,0.0,34.18,0.9854
ramazankawish_uq_w088,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6503.609,6564.189,60.58,0.0,1.0,0.0,90.13,0.9163
ramazankawish_uq_w089,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6564.58,6629.669,65.089,0.0,1.0,0.0,116.15,0.9711
ramazankawish_uq_w090,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6630.629,6698.66,68.031,0.0,1.0,0.0,51.15,0.9227
ramazankawish_uq_w091,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6699.979,6761.6,61.621,0.0,1.0,0.0,62.32,0.9264
ramazankawish_uq_w092,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6776.049,6838.33,62.281,0.0,1.0,0.0,74.18,0.9101
