window_id,video_id,video_filename,start_time,end_time,duration,silence_ratio,narration_density,avg_silence_duration,words_per_minute,avg_confidence
ramazankawish_uq_w093,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6838.839,6901.149,62.31,0.0,1.0,0.0,64.52,0.8526
ramazankawish_uq_w094,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6903.149,6979.339,76.19,0.0,1.0,0.0,51.98,0.9183
ramazankawish_uq_w095,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,6980.919,7044.31,63.391,0.0,1.0,0.0,83.29,0.9835
ramazankawish_uq_w096,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,7046.319,7106.75,60.431,0.0,1.0,0.0,72.48,0.9719
ramazankawish_uq_w097,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,7107.529,7169.759,62.23,0.0,1.0,0.0,56.89,0.9279
ramazankawish_uq_w098,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,7175.89,7244.189,68.299,0.0,1.0,0.0,82.58,0.953
ramazankawish_uq_w099,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,7245.18,7312.339,67.159,0.0,1.0,0.0,60.75,0.9652
ramazankawish_uq_w100,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,7314.439,7378.609,64.17,0.007,0.993,0.448,113.14,0.9524
ramazankawish_uq_w101,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,7379.129,7440.529,61.4,0.0,1.0,0.0,99.67,0.9556
ramazankawish_uq_w102,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,7441.439,7504.629,63.19,0.0,1.0,0.0,103.5,0.9443
ramazankawish_uq_w103,ramazankawish_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_ramazankawish.mp4,7505.299,7554.12,48.821,0.0302,0.9698,0.4907,100.78,0.968
reneerussell99_uq_w000,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2.64,64.069,61.429,0.012,0.988,0.2453,135.77,0.9883
reneerussell99_uq_w001,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,64.33,150.44,86.11,0.0,1.0,0.0,97.55,0.992
reneerussell99_uq_w002,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,161.429,240.6,79.171,0.0,1.0,0.0,73.51,0.9877
reneerussell99_uq_w003,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,245.86,327.76,81.9,0.0,1.0,0.0,59.34,0.9384
reneerussell99_uq_w004,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,329.019,402.489,73.47,0.0,1.0,0.0,26.13,0.9458
reneerussell99_uq_w005,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,404.179,470.79,66.611,0.0029,0.9971,0.192,120.7,0.9853
reneerussell99_uq_w006,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,475.899,537.099,61.2,0.0,1.0,0.0,59.8,0.9292
reneerussell99_uq_w007,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,555.75,619.299,63.549,0.0,1.0,0.0,29.27,0.9671
reneerussell99_uq_w008,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,682.859,780.0,97.141,0.0,1.0,0.0,27.18,0.9799
reneerussell99_uq_w009,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,791.89,864.679,72.789,0.0,1.0,0.0,65.12,0.98
reneerussell99_uq_w010,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,893.94,978.299,84.359,0.0,1.0,0.0,161.45,0.9973
reneerussell99_uq_w011,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,978.58,1084.949,106.369,0.0054,0.9946,0.576,45.69,0.9775
reneerussell99_uq_w012,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,1086.0,1150.77,64.77,0.0,1.0,0.0,12.04,0.9609
reneerussell99_uq_w013,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,1163.939,1260.589,96.65,0.0,1.0,0.0,70.15,0.9899
reneerussell99_uq_w014,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,1260.89,1327.91,67.02,0.033,0.967,1.104,112.8,0.9675
reneerussell99_uq_w015,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,1346.709,1460.209,113.5,0.0621,0.9379,0.1083,47.05,0.9691
reneerussell99_uq_w016,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,1481.459,1569.13,87.671,0.0,1.0,0.0,14.37,0.8751
reneerussell99_uq_w017,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,1570.329,1720.02,149.691,0.071,0.929,0.1455,9.22,0.9654
reneerussell99_uq_w018,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,1721.13,1885.489,164.359,0.0006,0.9994,0.096,2.92,0.8679
reneerussell99_uq_w019,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,1968.339,2092.07,123.731,0.0,1.0,0.0,37.82,0.9823
reneerussell99_uq_w020,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2121.939,2264.35,142.411,0.0,1.0,0.0,35.81,0.9939
reneerussell99_uq_w021,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2266.129,2327.03,60.901,0.0,1.0,0.0,58.13,0.9388
reneerussell99_uq_w022,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2335.84,2430.76,94.92,0.0,1.0,0.0,44.88,0.9902
reneerussell99_uq_w023,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2431.05,2498.55,67.5,0.0375,0.9625,1.264,109.33,0.9731
reneerussell99_uq_w024,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2521.55,2620.379,98.829,0.0,1.0,0.0,67.39,0.9637
reneerussell99_uq_w025,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2629.12,2700.959,71.839,0.0,1.0,0.0,49.28,0.9812
reneerussell99_uq_w026,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2701.61,2767.199,65.589,0.0,1.0,0.0,59.46,0.9316
reneerussell99_uq_w027,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2791.35,2865.27,73.92,0.0,1.0,0.0,33.28,0.9609
reneerussell99_uq_w028,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2867.649,2954.81,87.161,0.0,1.0,0.0,21.34,0.9747
reneerussell99_uq_w029,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,2975.209,3053.469,78.26,0.0,1.0,0.0,15.33,0.9457
reneerussell99_uq_w030,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,3080.29,3158.409,78.119,0.0472,0.9528,3.68,136.71,0.9976
reneerussell99_uq_w031,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,3158.62,3225.689,67.069,0.0029,0.9971,0.064,98.41,0.9792
reneerussell99_uq_w032,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,3239.77,3304.949,65.179,0.0,1.0,0.0,35.9,0.957
reneerussell99_uq_w033,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,3336.1,3416.219,80.119,0.036,0.964,0.96,115.33,0.9828
reneerussell99_uq_w034,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,3427.54,3582.8,155.26,0.0002,0.9998,0.032,37.49,0.9942
reneerussell99_uq_w035,reneerussell99_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_reneerussell99.mp4,3583.12,3623.1,39.98,0.0377,0.9623,0.4907,132.07,0.997
terryaflint17_uq_w000,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2.64,65.23,62.59,0.3438,0.6562,1.0736,108.32,0.9625
terryaflint17_uq_w001,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,66.54,133.88,67.34,0.3394,0.6606,0.9507,90.88,0.9338
terryaflint17_uq_w002,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,134.71,195.589,60.879,0.3965,0.6035,0.9638,72.93,0.9142
terryaflint17_uq_w003,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,196.309,257.17,60.861,0.4083,0.5917,1.032,106.47,0.9199
terryaflint17_uq_w004,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,258.339,320.929,62.59,0.46,0.54,1.1973,76.69,0.9203
terryaflint17_uq_w005,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,322.029,384.359,62.33,0.3189,0.6811,0.8584,112.63,0.9534
terryaflint17_uq_w006,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,385.01,456.579,71.569,0.1845,0.8155,0.5071,154.26,0.9622
terryaflint17_uq_w007,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,457.14,522.84,65.7,0.3561,0.6439,1.0604,108.68,0.961
terryaflint17_uq_w008,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,534.39,597.229,62.839,0.5485,0.4515,1.3231,76.39,0.936
terryaflint17_uq_w009,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,598.679,664.059,65.38,0.5201,0.4799,1.5433,67.91,0.807
terryaflint17_uq_w010,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,664.77,728.969,64.199,0.6031,0.3969,1.5462,66.36,0.7526
terryaflint17_uq_w011,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,736.849,797.729,60.88,0.6382,0.3618,3.5258,62.09,0.756
terryaflint17_uq_w012,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,811.69,877.33,65.64,0.6484,0.3516,2.654,56.67,0.8075
terryaflint17_uq_w013,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,878.349,956.429,78.08,0.8165,0.1835,4.5463,26.13,0.8668
terryaflint17_uq_w014,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,957.809,1020.239,62.43,0.7067,0.2933,3.6693,49.98,0.6924
terryaflint17_uq_w015,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1031.578,1093.449,61.871,0.7358,0.2642,3.784,41.7,0.8286
terryaflint17_uq_w016,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1096.79,1158.579,61.789,0.4421,0.5579,1.136,93.22,0.8056
terryaflint17_uq_w017,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1159.51,1225.709,66.199,0.7768,0.2232,4.6662,47.13,0.793
terryaflint17_uq_w018,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1236.93,1307.319,70.389,0.8488,0.1512,7.456,28.98,0.825
terryaflint17_uq_w019,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1315.089,1375.27,60.181,0.8737,0.1263,7.4971,20.94,0.6974
terryaflint17_uq_w020,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1389.76,1451.89,62.13,0.8266,0.1734,5.1264,31.87,0.7346
terryaflint17_uq_w021,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1458.13,1638.839,180.709,0.9265,0.0735,13.9413,11.62,0.6872
terryaflint17_uq_w022,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1651.199,1717.339,66.14,0.5056,0.4944,1.2361,100.7,0.8847
terryaflint17_uq_w023,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1717.869,1780.88,63.011,0.8861,0.1139,6.968,19.04,0.7866
terryaflint17_uq_w024,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1785.0,1856.03,71.03,0.7942,0.2058,3.52,31.25,0.8327
terryaflint17_uq_w025,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1877.969,1939.849,61.88,0.899,0.101,9.2533,16.48,0.8678
terryaflint17_uq_w026,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,1946.4,2036.699,90.299,0.9489,0.0511,21.392,7.31,0.7629
terryaflint17_uq_w027,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2046.729,2140.6,93.871,0.8771,0.1229,6.3262,15.34,0.8467
terryaflint17_uq_w028,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2147.239,2208.469,61.23,0.8257,0.1743,5.0432,30.38,0.5453
terryaflint17_uq_w029,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2209.899,2282.969,73.07,0.9013,0.0987,10.96,18.89,0.7988
terryaflint17_uq_w030,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2302.87,2372.1,69.23,0.8051,0.1949,3.478,29.47,0.7964
terryaflint17_uq_w031,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2379.949,2441.219,61.27,0.6405,0.3595,2.1742,63.65,0.8089
terryaflint17_uq_w032,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2442.949,2524.3,81.351,0.8153,0.1847,5.0954,30.98,0.8413
terryaflint17_uq_w033,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2526.87,2592.189,65.319,0.7866,0.2134,7.328,45.93,0.789
terryaflint17_uq_w034,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2601.6,2690.8,89.2,0.8664,0.1336,8.576,22.87,0.8406
terryaflint17_uq_w035,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2697.879,2775.169,77.29,0.9668,0.0332,14.9184,3.11,0.3055
terryaflint17_uq_w036,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2777.919,2895.389,117.47,0.9689,0.0311,28.424,4.09,0.4822
terryaflint17_uq_w037,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,2938.409,3000.719,62.31,0.7068,0.2932,2.9312,55.85,0.9453
terryaflint17_uq_w038,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3011.449,3076.919,65.47,0.6998,0.3002,2.4067,38.49,0.7871
terryaflint17_uq_w039,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3077.79,3138.8,61.01,0.8297,0.1703,4.5935,31.47,0.8573
terryaflint17_uq_w040,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3149.3,3212.76,63.46,0.8333,0.1667,5.8667,23.64,0.6861
terryaflint17_uq_w041,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3215.969,3289.12,73.151,0.9093,0.0907,9.4857,10.66,0.8377
terryaflint17_uq_w042,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3299.07,3407.01,107.94,0.9062,0.0938,10.8587,15.56,0.7652
terryaflint17_uq_w043,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3407.58,3483.919,76.339,0.8086,0.1914,6.1632,36.15,0.8494
terryaflint17_uq_w044,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3577.639,3639.26,61.621,0.6634,0.3366,2.3981,60.37,0.765
terryaflint17_uq_w045,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3646.83,3708.25,61.42,0.9212,0.0788,11.296,11.72,0.7233
terryaflint17_uq_w046,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3720.379,3791.229,70.85,0.692,0.308,3.264,54.2,0.8718
terryaflint17_uq_w047,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3795.459,3858.379,62.92,0.6862,0.3138,2.8715,52.45,0.8142
terryaflint17_uq_w048,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3866.04,3929.379,63.339,0.712,0.288,2.4996,47.36,0.7547
terryaflint17_uq_w049,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,3933.989,4031.669,97.68,0.9469,0.0531,23.096,9.21,0.818
terryaflint17_uq_w050,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4035.54,4120.5,84.96,0.9178,0.0822,7.0778,15.54,0.6566
terryaflint17_uq_w051,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4127.43,4202.49,75.06,0.9287,0.0713,23.2,12.79,0.9042
terryaflint17_uq_w052,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4203.629,4315.819,112.19,0.9386,0.0614,21.0304,12.84,0.7452
terryaflint17_uq_w053,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4326.33,4466.459,140.129,0.9605,0.0395,22.416,7.28,0.8043
terryaflint17_uq_w054,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4475.859,4539.12,63.261,0.8186,0.1814,5.168,35.09,0.6275
terryaflint17_uq_w055,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4544.479,4606.279,61.8,0.8626,0.1374,10.6368,30.1,0.7557
terryaflint17_uq_w056,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4633.549,4696.129,62.58,0.4273,0.5727,1.3344,116.01,0.9102
terryaflint17_uq_w057,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4698.169,4758.419,60.25,0.5279,0.4721,2.2674,81.66,0.7977
terryaflint17_uq_w058,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4761.64,4821.779,60.139,0.5405,0.4595,1.472,95.78,0.7934
terryaflint17_uq_w059,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4823.359,4885.709,62.35,0.6941,0.3059,3.0857,52.93,0.6865
terryaflint17_uq_w060,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4892.58,4957.819,65.239,0.7386,0.2614,4.8064,45.07,0.62
terryaflint17_uq_w061,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,4959.66,5021.5,61.84,0.5526,0.4474,1.6229,74.71,0.8891
terryaflint17_uq_w062,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5022.83,5086.609,63.779,0.6869,0.3131,2.5713,58.33,0.7875
terryaflint17_uq_w063,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5087.33,5147.5,60.17,0.5807,0.4193,2.4914,75.79,0.8525
terryaflint17_uq_w064,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5149.16,5211.91,62.75,0.4103,0.5897,1.0707,106.14,0.9261
terryaflint17_uq_w065,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5217.68,5280.75,63.07,0.639,0.361,2.514,67.54,0.8086
terryaflint17_uq_w066,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5281.47,5354.359,72.889,0.8171,0.1829,4.5735,33.75,0.8569
terryaflint17_uq_w067,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5358.16,5431.259,73.099,0.9154,0.0846,9.5451,9.85,0.7883
terryaflint17_uq_w068,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5441.009,5520.609,79.6,0.8671,0.1329,7.6587,24.87,0.967
terryaflint17_uq_w069,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5521.47,5589.759,68.289,0.6753,0.3247,3.2869,67.65,0.8458
terryaflint17_uq_w070,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5591.66,5653.47,61.81,0.4528,0.5472,1.2684,97.07,0.8679
terryaflint17_uq_w071,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5654.29,5716.129,61.839,0.662,0.338,3.1385,63.07,0.9285
terryaflint17_uq_w072,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5717.5,5778.31,60.81,0.757,0.243,3.8293,47.36,0.786
terryaflint17_uq_w073,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5779.68,5855.31,75.63,0.7754,0.2246,4.5022,44.43,0.8085
terryaflint17_uq_w074,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5856.129,5917.18,61.051,0.719,0.281,2.738,57.98,0.8868
terryaflint17_uq_w075,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5920.83,5981.229,60.399,0.7622,0.2378,3.0613,34.77,0.8061
terryaflint17_uq_w076,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,5983.04,6081.45,98.41,0.835,0.165,6.3138,32.31,0.8399
terryaflint17_uq_w077,terryaflint17_uq,project_8aeb4cdb-106f-47c1-b6e6-867344ce673b_terryaflint17.mp4,6082.379,6152.839,70.46,0.5692,0.4308,1.7405,80.05,0.8727
