window_id,video_id,video_filename,tester_name,project,start_time,end_time,silence_ratio,narration_density,words_per_minute,avg_silence_duration,avg_confidence,unique_words_ratio,avg_sentence_length
terryaflint17_wa_w069,terryaflint17_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_terryaflint17.mp4,terryaflint17,department-of-premier-and-cabinet-wa,4581.64,4655.16,2.376912280286367,-2.376912280286367,-1.1734471100928674,2.424532069176985,-1.8550767227713705,1.4065062514340358,-0.6750024599413942
terryaflint17_wa_w070,terryaflint17_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_terryaflint17.mp4,terryaflint17,department-of-premier-and-cabinet-wa,4662.75,4973.189,2.8117894943212325,-2.8117894943212325,-1.4193277510236146,18.339730413628903,-0.42124643876355994,2.2073642631818635,-0.38309569024640994
terryaflint17_wa_w071,terryaflint17_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_terryaflint17.mp4,terryaflint17,department-of-premier-and-cabinet-wa,4980.25,5042.24,1.8859104907388848,-1.8859104907388848,-0.7788660616876167,0.639547457966933,-0.9815939060769574,0.7648831659986409,-0.4479638612897398
terryaflint17_wa_w072,terryaflint17_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_terryaflint17.mp4,terryaflint17,department-of-premier-and-cabinet-wa,5044.04,5098.629,1.2018260420379356,-1.2018260420379354,-0.41920152932317734,0.18141360027418912,0.03252513770787728,0.3629639937020176,-0.5647265691677334
carlpatrickrobinson_suncorp_w000,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,2.64,81.529,-0.6414603310871203,0.6414603310871204,-1.0066780159958464,-0.26571651007144353,0.9312785264576001,1.1173075249695419,-0.13010982317742367
carlpatrickrobinson_suncorp_w001,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,82.47,142.82,-0.6728759739841195,0.6728759739841197,-0.6391999975243721,-0.3372561084749612,0.823603915091496,0.3108049915800425,-0.5209405537134858
carlpatrickrobinson_suncorp_w002,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,144.509,205.399,-0.6728759739841195,0.6728759739841197,-0.5261486204132142,-0.3372561084749612,0.8214064740432084,0.26589029530834146,0.18450080638272606
carlpatrickrobinson_suncorp_w003,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,206.25,269.109,-0.6728759739841195,0.6728759739841197,-0.9396529554839395,-0.3372561084749612,0.9499567753680458,1.0182114578593313,-0.5290490750939021
carlpatrickrobinson_suncorp_w004,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,271.859,335.1,-0.6728759739841195,0.6728759739841197,-0.8964346104544041,-0.3372561084749612,0.8049256661810491,0.6501403514499756,-0.4803979468114047
carlpatrickrobinson_suncorp_w005,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,341.049,406.98,-0.6728759739841195,0.6728759739841197,-0.49697013323225664,-0.3372561084749612,0.9807209500440758,0.2083233346330215,-0.13443436791364563
carlpatrickrobinson_suncorp_w006,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,411.519,477.6,-0.6728759739841195,0.6728759739841197,-0.6432288262983118,-0.3372561084749612,0.7192254652978246,0.6714721858572616,-0.35390501327691154
carlpatrickrobinson_suncorp_w007,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,478.579,565.559,-0.6728759739841195,0.6728759739841197,-1.2839346870751545,-0.3372561084749612,1.033459535202984,1.0861630467349042,-0.4155297757680748
carlpatrickrobinson_suncorp_w008,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,566.21,628.07,-0.6728759739841195,0.6728759739841197,-0.3275151532859424,-0.3372561084749612,1.040051858347848,-0.31042092462885196,0.09125281050793939
carlpatrickrobinson_suncorp_w009,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,630.669,696.489,-0.6728759739841195,0.6728759739841197,-0.6844937998010887,-0.3372561084749612,1.0345582557271278,0.47410634403680574,-0.2249795233282935
carlpatrickrobinson_suncorp_w010,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,697.44,758.549,-0.6728759739841195,0.6728759739841197,-0.8650585803058429,-0.3372561084749612,0.6478086312284693,0.9870091976613641,-0.4682351647407803
carlpatrickrobinson_suncorp_w011,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,760.669,826.869,-0.6728759739841195,0.6728759739841197,-0.6446938549433809,-0.3372561084749612,0.5038762425656164,0.261900965237368,-0.049487953452142255
carlpatrickrobinson_suncorp_w012,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,827.549,896.32,-0.6728759739841195,0.6728759739841197,-0.8452806935974115,-0.3372561084749612,0.8279987971880712,1.2894217467925397,-0.27189311131498745
carlpatrickrobinson_suncorp_w013,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,898.78,960.0,-0.6728759739841195,0.6728759739841197,-1.0815165626147878,-0.3372561084749612,0.26655260935053116,1.4840086396676961,-0.05875483502976077
carlpatrickrobinson_suncorp_w014,carlpatrickrobinson_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_carlpatrickrobinson.mp4,carlpatrickrobinson,suncorp-insurance,961.82,1040.328,-0.6065148406736042,0.6065148406736043,-0.9019284678734127,-0.18768439592018446,0.3105014303162878,0.6870914273215799,-0.5423175646254923
ghum_suncorp_w000,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,2.64,76.01,-0.6358125750606933,0.6358125750606938,0.5344100328963193,-0.2592239943237021,0.7532858015462859,-0.3467959618899363,1.7019526647177627
ghum_suncorp_w001,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,76.62,157.07,-0.6728759739841195,0.6728759739841197,0.7419557576144276,-0.3372561084749612,0.3665361770476274,-0.3979165717156346,0.16999082075461275
ghum_suncorp_w002,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,157.229,236.55,-0.6728759739841195,0.6728759739841197,1.5303853401023941,-0.3372561084749612,0.057795709763187,-1.3564125651531556,-0.27849576443904067
ghum_suncorp_w003,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,237.11,304.299,-0.6594625534213557,0.6594625534213558,2.352510581426948,-0.32164968564470936,0.189642172660457,-1.9261951403379665,-0.14641452562885526
ghum_suncorp_w004,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,305.019,376.14,-0.6647573246961309,0.6647573246961312,1.5653018561432055,-0.32100957845831235,0.09405348705993588,-1.0070009989868924,-0.27227923138072146
ghum_suncorp_w005,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,376.739,439.51,-0.6601685229246591,0.6601685229246591,1.7100955205641917,-0.3144865814159805,-0.43772724662571927,-0.6887274398176615,-0.009455025036830175
ghum_suncorp_w006,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,440.04,511.5,-0.6714640349775127,0.6714640349775132,0.6796920401989948,-0.32750209420605375,0.32698223817844596,-0.056599731566804104,-0.10045580212904424
ghum_suncorp_w007,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,512.039,590.349,-0.6728759739841195,0.6728759739841197,1.1853710941886448,-0.3372561084749612,0.33027839975087736,-0.5227474458970205,-0.3226105037330348
ghum_suncorp_w008,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,591.03,677.82,-0.6728759739841195,0.6728759739841197,1.7042354059839155,-0.3372561084749612,0.07647395867363395,-1.8097737850505564,-0.02446737319257227
ghum_suncorp_w009,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,678.34,749.679,-0.6696991112192543,0.6696991112192545,1.8539124992217981,-0.32750209420605375,-0.05097762212706087,-1.6460395034888444,-0.053523530913363294
ghum_suncorp_w010,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,749.919,810.409,-0.6654632941994343,0.6654632941994345,2.2046647739954013,-0.3177480799371464,0.2171101857640543,-0.83695692054829,-0.14592143986923528
ghum_suncorp_w011,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,810.919,872.44,-0.5881596335877171,0.5881596335877172,1.2266360676914214,-0.29647213631309216,0.3555489718061883,-0.948609531261429,-0.456072382670156
ghum_suncorp_w012,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,873.159,948.289,-0.6322827275441766,0.632282727544177,1.5018172815235484,-0.31332829222154773,0.2797372556402579,-1.2216119543346888,-0.39415276485606837
ghum_suncorp_w013,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,948.919,1011.429,-0.6728759739841195,0.6728759739841197,1.2661918411082846,-0.3372561084749612,0.42806452639968606,0.08094816302383799,-0.1959759660829585
ghum_suncorp_w014,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1011.869,1072.119,-0.6654632941994343,0.6654632941994345,1.1858594370703344,-0.3177480799371464,0.6697830417113477,-0.6860582308748049,0.1088212734988412
ghum_suncorp_w015,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1072.8,1151.51,-0.6728759739841195,0.6728759739841197,1.8513486990929278,-0.3372561084749612,0.3467592076130367,-1.5826116797374346,-0.2417757461877271
ghum_suncorp_w016,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1152.4,1217.53,-0.6693461264676027,0.6693461264676029,1.854156670662643,-0.32750209420605375,0.3467592076130367,-1.9621822106798437,0.03605249187972129
