window_id,video_id,video_filename,tester_name,project,start_time,end_time,silence_ratio,narration_density,words_per_minute,avg_silence_duration,avg_confidence,unique_words_ratio,avg_sentence_length
ghum_wa_w063,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4393.189,4458.689,0.1464,0.8536,285.8,0.3417,0.9824,0.3782051282051282,9.75
ghum_wa_w064,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4459.08,4521.859,0.0746,0.9254,337.37,0.2748,0.9564,0.39660056657223797,13.576923076923077
ghum_wa_w065,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4523.319,4588.959,0.0654,0.9346,149.91,0.2347,0.9842,0.6219512195121951,20.5
ghum_wa_w066,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4589.56,4652.959,0.0586,0.9414,198.74,0.1752,0.9643,0.5523809523809524,8.75
ghum_wa_w067,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4653.75,4727.979,0.1092,0.8908,334.64,0.2999,0.9783,0.5,11.18918918918919
ghum_wa_w068,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4728.24,4793.95,0.0839,0.9161,313.19,0.2039,0.9608,0.5539358600583091,11.433333333333334
ghum_wa_w069,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4794.47,4858.39,0.1028,0.8972,249.69,0.2486,0.9712,0.5939849624060151,7.1891891891891895
ghum_wa_w070,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4859.52,4921.08,0.0979,0.9021,159.84,0.2616,0.9846,0.6890243902439024,14.909090909090908
ghum_wa_w071,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4922.259,4985.54,0.119,0.881,159.29,0.3008,0.9787,0.7142857142857143,11.2
ghum_wa_w072,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,4987.62,5060.629,0.1128,0.8872,170.94,0.3163,0.973,0.6826923076923077,11.555555555555555
ghum_wa_w073,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5061.18,5123.529,0.0889,0.9111,178.99,0.2914,0.9543,0.6451612903225806,10.941176470588236
ghum_wa_w074,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5124.16,5210.609,0.1408,0.8592,212.38,0.3118,0.9529,0.5849673202614379,9.272727272727273
ghum_wa_w075,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5210.99,5285.629,0.1,0.9,254.02,0.2015,0.9568,0.46835443037974683,8.54054054054054
ghum_wa_w076,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5286.33,5355.79,0.0988,0.9012,305.79,0.1851,0.9362,0.4915254237288136,13.11111111111111
ghum_wa_w077,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5356.93,5426.009,0.1411,0.8589,233.65,0.2629,0.9237,0.5687732342007435,10.76
ghum_wa_w078,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5426.549,5487.02,0.1898,0.8102,218.29,0.3369,0.9345,0.5045454545454545,7.096774193548387
ghum_wa_w079,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5488.06,5551.31,0.186,0.814,220.08,0.3174,0.9581,0.3793103448275862,8.923076923076923
ghum_wa_w080,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5552.529,5617.009,0.1382,0.8618,229.84,0.2146,0.9309,0.5668016194331984,7.484848484848484
ghum_wa_w081,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5617.02,5678.68,0.0598,0.9402,199.48,0.1937,0.9506,0.5804878048780487,8.541666666666666
ghum_wa_w082,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum,department-of-premier-and-cabinet-wa,5680.669,5745.99,0.0402,0.9598,171.77,0.1994,0.9469,0.5935828877005348,15.583333333333334
ramazankawish_wa_w000,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,2.64,62.759,0.0176,0.9824,94.81,0.352,0.9751,0.7789473684210526,7.916666666666667
ramazankawish_wa_w001,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,63.56,151.21,0.0,1.0,117.74,0.0,0.986,0.5813953488372093,13.23076923076923
ramazankawish_wa_w002,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,151.419,225.27,0.0039,0.9961,110.49,0.288,0.9677,0.6985294117647058,11.333333333333334
ramazankawish_wa_w003,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,225.419,286.97,0.0,1.0,78.96,0.0,0.9684,0.6419753086419753,9.0
ramazankawish_wa_w004,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,290.179,351.39,0.0,1.0,58.81,0.0,0.958,0.7,8.571428571428571
ramazankawish_wa_w005,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,352.14,415.239,0.0,1.0,101.74,0.0,0.9554,0.6448598130841121,10.7
ramazankawish_wa_w006,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,419.01,481.529,0.0,1.0,119.0,0.0,0.9683,0.5887096774193549,11.272727272727273
ramazankawish_wa_w007,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,482.1,545.5,0.0,1.0,114.51,0.0,0.9477,0.6694214876033058,15.125
ramazankawish_wa_w008,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,579.179,640.969,0.0,1.0,91.28,0.0,0.9582,0.7446808510638298,7.833333333333333
ramazankawish_wa_w009,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,642.059,711.359,0.0,1.0,110.82,0.0,0.9793,0.7109375,16.0
ramazankawish_wa_w010,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,711.869,776.65,0.0,1.0,129.67,0.0,0.9786,0.6,15.555555555555555
ramazankawish_wa_w011,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,776.789,842.869,0.0,1.0,76.27,0.0,0.9678,0.7023809523809523,14.0
ramazankawish_wa_w012,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,843.39,929.419,0.0,1.0,40.45,0.0,0.9345,0.8275862068965517,8.285714285714286
ramazankawish_wa_w013,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,930.619,1011.559,0.0,1.0,15.57,0.0,0.9814,0.8095238095238095,7.0
ramazankawish_wa_w014,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1061.13,1129.839,0.0042,0.9958,145.83,0.288,0.9762,0.562874251497006,33.4
ramazankawish_wa_w015,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1130.43,1192.17,0.0,1.0,95.24,0.0,0.8606,0.6938775510204082,7.538461538461538
ramazankawish_wa_w016,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1194.359,1261.609,0.0,1.0,57.99,0.0,0.9371,0.7076923076923077,9.285714285714286
ramazankawish_wa_w017,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1266.43,1330.17,0.0,1.0,82.84,0.0,0.9786,0.7045454545454546,9.777777777777779
ramazankawish_wa_w018,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1331.069,1406.319,0.0,1.0,122.79,0.0,0.9776,0.6753246753246753,14.0
ramazankawish_wa_w019,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1407.209,1472.06,0.0,1.0,136.93,0.0,0.9765,0.6148648648648649,37.0
ramazankawish_wa_w020,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1472.52,1535.569,0.0061,0.9939,134.18,0.384,0.9594,0.6028368794326241,14.1
ramazankawish_wa_w021,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1536.099,1603.02,0.0,1.0,114.76,0.0,0.9798,0.6171875,16.0
ramazankawish_wa_w022,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1604.42,1673.719,0.0019,0.9981,86.58,0.128,0.9754,0.62,10.0
ramazankawish_wa_w023,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1674.43,1746.17,0.0237,0.9763,84.47,0.2423,0.9552,0.7722772277227723,12.625
ramazankawish_wa_w024,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1746.42,1810.78,0.0,1.0,68.05,0.0,0.9759,0.7671232876712328,9.125
ramazankawish_wa_w025,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,ramazankawish,department-of-premier-and-cabinet-wa,1812.26,1874.29,0.0,1.0,120.91,0.0,0.972,0.656,10.416666666666666
